CustomerID,PurchaseDate,TransactionAmount,ProductInformation,OrderID,Location
1936,2023-04-14,588.34,Product B,159642,New York
3340,2023-04-15,535.2,Product A,739966,London
7461,2023-04-15,595.98,Product A,556112,London
5224,2023-04-15,388.85,Product B,809794,London
7429,2023-04-15,547.76,Product B,301528,Paris
2444,2023-04-15,270.46,Product C,183927,New York
3709,2023-04-15,753.92,Product C,352593,Paris
1753,2023-04-15,269.0,Product C,112960,London
8770,2023-04-15,100.31,Product A,197758,Tokyo
6482,2023-04-15,336.39,Product D,397949,Paris
3538,2023-04-15,302.83,Product A,632351,New York
1136,2023-04-15,394.76,Product C,795186,Paris
2832,2023-04-15,945.6,Product B,672092,New York
6201,2023-04-15,561.77,Product A,293079,Paris
4044,2023-04-15,599.08,Product B,523389,New York
3153,2023-04-16,910.53,Product C,883790,Tokyo
1502,2023-04-16,748.65,Product B,494468,Tokyo
9584,2023-04-16,401.81,Product C,882033,Paris
7955,2023-04-16,436.3,Product B,671971,Paris
8292,2023-04-16,812.41,Product C,800280,Paris
9740,2023-04-16,507.55,Product B,720556,London
1464,2023-04-16,55.01,Product C,782759,London
4814,2023-04-16,159.18,Product D,327738,Paris
9008,2023-04-16,899.9,Product D,947975,New York
6077,2023-04-16,516.19,Product B,947312,London
4559,2023-04-16,897.63,Product B,888996,New York
5102,2023-04-16,378.13,Product B,154302,Tokyo
3807,2023-04-16,504.86,Product D,776234,Paris
8239,2023-04-16,605.2,Product A,356600,Paris
8449,2023-04-16,257.58,Product B,853270,New York
3110,2023-04-16,906.03,Product C,228479,New York
4271,2023-04-17,35.48,Product B,769191,Paris
9042,2023-04-17,873.99,Product C,592198,Tokyo
7224,2023-04-17,365.39,Product C,733052,Paris
2902,2023-04-17,242.45,Product B,507524,Tokyo
1803,2023-04-17,422.79,Product B,269172,Paris
7965,2023-04-17,738.63,Product B,412170,New York
4871,2023-04-17,154.98,Product B,281926,London
8909,2023-04-17,302.48,Product A,221707,London
6262,2023-04-17,89.27,Product C,421384,Tokyo
1879,2023-04-17,442.72,Product A,457137,Tokyo
3937,2023-04-17,918.87,Product B,352674,London
1820,2023-04-17,815.05,Product A,993647,Paris
5813,2023-04-17,476.07,Product C,860413,London
9564,2023-04-17,35.02,Product B,155642,New York
3308,2023-04-17,60.1,Product D,745270,Tokyo
3103,2023-04-17,393.53,Product C,628597,Tokyo
6096,2023-04-17,582.9,Product C,703766,Tokyo
2809,2023-04-17,527.97,Product A,145903,London
5476,2023-04-18,801.35,Product D,519453,Tokyo
8490,2023-04-18,701.26,Product D,430984,New York
8195,2023-04-18,474.01,Product C,833723,Tokyo
9418,2023-04-18,383.43,Product D,392670,Paris
4279,2023-04-18,144.37,Product A,574001,London
8414,2023-04-18,106.46,Product B,102303,Paris
2029,2023-04-18,838.32,Product D,725726,New York
4568,2023-04-18,243.61,Product D,440277,New York
9369,2023-04-18,576.99,Product C,912764,Paris
6169,2023-04-18,745.45,Product B,300845,London
9561,2023-04-18,524.56,Product D,786341,London
3858,2023-04-18,664.45,Product A,238205,New York
2494,2023-04-18,709.16,Product C,189450,Tokyo
4990,2023-04-19,789.11,Product B,171942,London
3392,2023-04-19,47.92,Product D,829884,London
2911,2023-04-19,54.89,Product A,419149,Tokyo
2749,2023-04-19,192.9,Product C,735022,London
7971,2023-04-19,261.97,Product B,187889,Paris
6447,2023-04-19,53.89,Product C,953025,London
7484,2023-04-19,674.97,Product C,579434,Paris
7421,2023-04-19,599.09,Product A,424620,Tokyo
4157,2023-04-19,52.25,Product A,816308,Tokyo
5450,2023-04-19,118.13,Product B,354235,New York
9835,2023-04-19,657.0,Product C,224395,London
1924,2023-04-19,508.86,Product C,345536,Paris
1706,2023-04-19,577.75,Product B,241268,New York
8429,2023-04-19,518.12,Product D,691303,New York
3878,2023-04-19,386.41,Product B,624563,Paris
9488,2023-04-20,311.08,Product B,438334,London
9129,2023-04-20,337.86,Product A,349556,Paris
1601,2023-04-20,855.29,Product C,447195,New York
1317,2023-04-20,59.14,Product A,294969,New York
3485,2023-04-20,813.03,Product C,189318,London
1510,2023-04-20,850.18,Product D,136489,London
2009,2023-04-20,754.71,Product A,189870,Paris
4695,2023-04-20,348.37,Product D,788842,London
8017,2023-04-21,14.78,Product B,923824,London
8871,2023-04-21,528.99,Product D,254954,London
6293,2023-04-21,632.87,Product A,880900,New York
5994,2023-04-21,987.78,Product D,753453,London
8269,2023-04-21,697.06,Product A,148225,Paris
8123,2023-04-21,459.19,Product C,624902,London
7981,2023-04-21,692.87,Product C,568849,New York
4695,2023-04-21,456.77,Product A,409234,New York
8310,2023-04-21,187.35,Product B,871667,Tokyo
9276,2023-04-21,421.77,Product D,196411,Paris
9537,2023-04-21,688.46,Product B,245584,Paris
9267,2023-04-21,131.93,Product A,493417,Paris
6234,2023-04-21,639.82,Product A,961574,Paris
2481,2023-04-21,809.52,Product C,966529,New York
6770,2023-04-21,148.56,Product D,292988,New York
6816,2023-04-21,650.53,Product A,690579,Tokyo
3131,2023-04-21,588.15,Product C,105919,Paris
3527,2023-04-21,189.04,Product B,856215,Tokyo
5371,2023-04-21,789.5,Product A,501124,New York
7043,2023-04-21,609.83,Product A,915573,London
4450,2023-04-21,403.08,Product A,166891,Tokyo
7151,2023-04-21,734.67,Product A,454366,Tokyo
2296,2023-04-21,350.19,Product C,432270,Paris
2234,2023-04-22,951.78,Product D,586490,Tokyo
2083,2023-04-22,927.83,Product D,747033,Tokyo
4022,2023-04-22,644.07,Product D,514798,New York
2577,2023-04-22,481.11,Product A,921945,New York
4585,2023-04-22,806.07,Product D,152657,London
5557,2023-04-22,996.98,Product D,765620,Tokyo
2121,2023-04-22,145.26,Product A,767830,Tokyo
8178,2023-04-22,615.21,Product C,741055,New York
4164,2023-04-22,614.84,Product D,967161,Tokyo
9821,2023-04-22,979.58,Product C,472358,Paris
8135,2023-04-22,736.46,Product C,745830,Tokyo
5254,2023-04-22,553.08,Product B,382495,Tokyo
9796,2023-04-22,372.14,Product B,579776,New York
3877,2023-04-23,140.84,Product C,656639,Paris
9571,2023-04-23,364.34,Product D,409698,London
4755,2023-04-23,836.59,Product C,263573,New York
5470,2023-04-23,810.73,Product C,270387,Tokyo
3846,2023-04-23,876.43,Product B,977633,New York
4054,2023-04-23,505.64,Product D,687923,New York
3363,2023-04-23,606.44,Product D,624369,New York
5105,2023-04-23,638.71,Product C,231250,Paris
2462,2023-04-23,447.3,Product D,876936,Tokyo
5051,2023-04-23,840.84,Product B,350132,London
9824,2023-04-23,270.6,Product A,862760,New York
7669,2023-04-23,103.38,Product D,471507,Tokyo
2702,2023-04-24,542.38,Product D,777968,New York
5861,2023-04-24,969.02,Product A,884309,Paris
6633,2023-04-24,418.53,Product B,268772,London
9595,2023-04-24,698.87,Product A,214611,New York
4943,2023-04-24,76.62,Product A,568127,New York
1149,2023-04-24,510.68,Product C,163386,Tokyo
8848,2023-04-24,594.88,Product D,123536,London
4291,2023-04-24,627.93,Product C,819964,Paris
4882,2023-04-24,812.6,Product C,845279,Tokyo
8311,2023-04-24,996.4,Product C,827691,Tokyo
6617,2023-04-24,690.62,Product C,629959,Tokyo
1256,2023-04-24,591.17,Product D,180674,Paris
5809,2023-04-24,950.81,Product D,688602,New York
5272,2023-04-24,673.03,Product C,350280,Paris
6820,2023-04-24,673.47,Product A,738720,London
8609,2023-04-24,346.79,Product B,427766,Paris
6363,2023-04-24,460.15,Product C,898207,Tokyo
2072,2023-04-24,673.63,Product B,818699,Tokyo
4944,2023-04-24,587.51,Product A,152995,Paris
8355,2023-04-25,538.67,Product C,947903,Tokyo
3938,2023-04-25,806.29,Product A,520400,New York
5076,2023-04-25,696.59,Product C,427252,London
7870,2023-04-25,328.58,Product D,855276,Paris
6085,2023-04-25,808.5,Product B,125611,New York
5920,2023-04-25,222.67,Product C,122755,Paris
1391,2023-04-25,546.13,Product A,451291,New York
9700,2023-04-25,641.57,Product A,205065,Tokyo
1744,2023-04-25,401.31,Product A,108060,London
4166,2023-04-25,41.91,Product A,382967,Tokyo
6068,2023-04-25,254.92,Product C,564687,London
9922,2023-04-25,651.16,Product C,966785,London
8711,2023-04-25,207.58,Product D,466643,Paris
9841,2023-04-25,806.66,Product D,422823,Paris
4728,2023-04-25,33.43,Product B,517821,Paris
5853,2023-04-25,367.27,Product C,114835,London
4804,2023-04-25,690.5,Product C,183336,Tokyo
1920,2023-04-25,605.65,Product A,652021,Tokyo
2527,2023-04-25,992.33,Product A,583863,New York
8579,2023-04-26,875.74,Product A,564656,New York
1651,2023-04-26,923.05,Product C,449773,Tokyo
2847,2023-04-26,504.59,Product A,653948,New York
6228,2023-04-26,471.81,Product C,571435,London
3275,2023-04-26,792.47,Product A,478427,Paris
2982,2023-04-26,232.45,Product C,122056,London
6416,2023-04-26,12.71,Product A,215795,Tokyo
3287,2023-04-26,747.54,Product C,883300,Tokyo
2101,2023-04-26,780.73,Product C,479742,Tokyo
4150,2023-04-26,286.22,Product C,335790,Paris
9084,2023-04-26,224.71,Product D,575779,Tokyo
7363,2023-04-26,262.45,Product C,778120,New York
2747,2023-04-26,387.55,Product C,702733,Paris
3573,2023-04-26,182.08,Product A,264136,New York
6253,2023-04-26,308.75,Product B,792282,London
4762,2023-04-26,466.02,Product B,389039,London
9680,2023-04-26,425.62,Product A,249289,Paris
3174,2023-04-26,154.78,Product C,968726,London
9589,2023-04-26,249.89,Product C,914504,Tokyo
1500,2023-04-26,378.74,Product D,286209,Tokyo
4817,2023-04-27,812.96,Product A,698199,Tokyo
2752,2023-04-27,614.74,Product B,226611,Tokyo
5915,2023-04-27,566.52,Product A,517754,New York
6742,2023-04-27,789.15,Product A,150486,Tokyo
6221,2023-04-27,952.15,Product A,458411,London
1731,2023-04-27,445.34,Product C,337232,Paris
3695,2023-04-27,914.91,Product D,945664,Paris
1228,2023-04-27,541.21,Product D,486490,Paris
9465,2023-04-27,382.57,Product B,641455,Tokyo
2702,2023-04-27,621.92,Product A,786641,Tokyo
9625,2023-04-27,817.06,Product C,933551,Tokyo
9669,2023-04-27,971.37,Product A,813328,New York
8368,2023-04-27,355.09,Product A,560398,New York
6053,2023-04-27,366.05,Product D,588640,New York
7322,2023-04-27,544.83,Product C,125905,Paris
4614,2023-04-27,88.42,Product B,641704,Paris
9288,2023-04-27,141.13,Product C,172132,London
7753,2023-04-27,164.16,Product A,100096,London
5843,2023-04-27,907.84,Product D,507135,New York
8925,2023-04-27,988.62,Product C,911801,Tokyo
9849,2023-04-27,663.99,Product C,349087,New York
1265,2023-04-27,557.78,Product D,409531,London
3705,2023-04-27,532.4,Product D,322086,London
2419,2023-04-28,882.81,Product B,886931,Tokyo
9374,2023-04-28,403.9,Product B,156778,Tokyo
8418,2023-04-28,703.47,Product D,296911,Paris
9105,2023-04-28,329.64,Product C,454161,London
8933,2023-04-28,727.34,Product C,205409,London
8790,2023-04-28,56.1,Product A,817675,Paris
6574,2023-04-28,163.92,Product C,207175,New York
5622,2023-04-28,133.79,Product D,862427,New York
2336,2023-04-28,448.68,Product D,609253,Tokyo
5059,2023-04-28,648.17,Product B,680278,Paris
7363,2023-04-28,188.02,Product C,726121,London
7785,2023-04-28,223.41,Product A,461939,Tokyo
2344,2023-04-28,162.68,Product B,875584,Tokyo
8145,2023-04-28,841.71,Product B,812591,Paris
5933,2023-04-28,498.19,Product A,275329,Tokyo
4275,2023-04-28,752.68,Product B,400538,Paris
4371,2023-04-28,754.8,Product A,705393,New York
1046,2023-04-28,859.82,Product B,236306,Paris
7054,2023-04-29,166.17,Product C,741390,New York
7921,2023-04-29,617.0,Product A,823468,London
6634,2023-04-29,474.51,Product A,821179,Tokyo
4131,2023-04-29,363.4,Product A,787584,Paris
4879,2023-04-29,268.38,Product C,939717,Tokyo
2389,2023-04-29,520.3,Product C,197923,London
2417,2023-04-29,767.62,Product D,499941,Tokyo
9941,2023-04-29,960.53,Product B,412534,Paris
3399,2023-04-29,51.65,Product A,463188,Tokyo
8362,2023-04-29,821.22,Product C,576136,New York
1842,2023-04-29,604.41,Product C,208633,London
1519,2023-04-29,414.78,Product B,903028,Tokyo
2816,2023-04-29,681.44,Product D,652530,Paris
4792,2023-04-29,709.89,Product D,174637,London
7418,2023-04-29,649.71,Product B,618927,Tokyo
6617,2023-04-29,458.32,Product B,244892,Tokyo
1984,2023-04-29,208.69,Product C,155663,Tokyo
9747,2023-04-29,878.7,Product D,947568,New York
1919,2023-04-29,364.88,Product D,252640,London
9022,2023-04-29,148.89,Product C,982885,Tokyo
5067,2023-04-29,102.08,Product C,179721,London
1645,2023-04-30,790.72,Product A,707727,Paris
4700,2023-04-30,687.2,Product A,785491,New York
3219,2023-04-30,16.7,Product D,448354,Tokyo
1749,2023-04-30,948.98,Product D,863187,Paris
1886,2023-04-30,529.14,Product C,666157,London
7199,2023-04-30,736.66,Product C,233534,London
8625,2023-04-30,168.12,Product C,823821,New York
6707,2023-04-30,349.64,Product B,646428,Tokyo
2075,2023-04-30,712.47,Product D,242239,New York
5438,2023-04-30,258.89,Product A,856321,London
4986,2023-04-30,667.32,Product C,596249,Paris
1372,2023-04-30,468.37,Product D,657772,Tokyo
7885,2023-04-30,787.87,Product D,489438,Tokyo
7775,2023-04-30,282.4,Product B,756401,Tokyo
8803,2023-04-30,88.17,Product A,626491,London
9393,2023-04-30,844.64,Product C,846454,London
8816,2023-04-30,19.04,Product D,936726,Paris
9680,2023-04-30,418.98,Product B,244037,London
4893,2023-04-30,130.63,Product B,540218,Tokyo
2077,2023-04-30,404.18,Product D,651231,Tokyo
1901,2023-04-30,669.42,Product B,225245,New York
8807,2023-05-01,360.0,Product C,291663,London
5903,2023-05-01,374.88,Product D,960109,New York
5742,2023-05-01,128.78,Product D,883301,Tokyo
3695,2023-05-01,855.94,Product D,221886,London
1341,2023-05-01,180.15,Product D,972442,Paris
8822,2023-05-01,936.47,Product A,373453,Tokyo
9442,2023-05-01,95.87,Product A,293757,London
1715,2023-05-01,747.26,Product D,504832,London
5706,2023-05-01,292.56,Product A,906066,New York
2557,2023-05-01,432.5,Product C,492483,London
8324,2023-05-01,127.52,Product D,881439,New York
4154,2023-05-01,518.76,Product A,275526,New York
4812,2023-05-01,981.86,Product C,944654,Tokyo
6502,2023-05-01,894.1,Product A,245095,London
8094,2023-05-01,26.72,Product A,660814,New York
3194,2023-05-01,126.68,Product C,222629,London
9788,2023-05-01,396.82,Product A,425236,Tokyo
7521,2023-05-01,653.07,Product B,218959,New York
6345,2023-05-01,458.23,Product B,178315,London
8225,2023-05-01,424.59,Product D,824042,London
4912,2023-05-01,723.79,Product D,299092,Tokyo
3463,2023-05-02,90.69,Product B,466813,Paris
2655,2023-05-02,308.75,Product B,265154,Tokyo
7798,2023-05-02,934.91,Product C,960408,New York
1225,2023-05-02,696.86,Product A,419939,Tokyo
9785,2023-05-02,939.84,Product A,373903,London
5342,2023-05-02,627.03,Product D,781403,New York
7678,2023-05-02,547.19,Product D,165290,London
3793,2023-05-02,363.95,Product D,752011,Paris
7334,2023-05-02,973.99,Product D,825686,Tokyo
1011,2023-05-02,918.72,Product B,945619,London
4111,2023-05-02,729.28,Product B,819656,Tokyo
4630,2023-05-02,781.33,Product A,635280,New York
1480,2023-05-02,809.04,Product C,649300,New York
4214,2023-05-02,237.72,Product B,623555,Paris
9268,2023-05-02,660.96,Product D,469438,Paris
3623,2023-05-02,564.25,Product D,343118,Tokyo
1331,2023-05-02,819.21,Product C,426053,Paris
8432,2023-05-02,165.84,Product C,856648,Paris
3634,2023-05-02,417.53,Product D,402218,Tokyo
1519,2023-05-02,89.42,Product B,158760,Paris
7209,2023-05-02,38.41,Product C,290672,Tokyo
8216,2023-05-02,192.52,Product A,364742,Tokyo
6478,2023-05-03,880.99,Product D,536754,New York
7363,2023-05-03,935.85,Product B,284654,London
6703,2023-05-03,963.65,Product C,337288,London
7291,2023-05-03,963.62,Product C,929504,London
4475,2023-05-03,799.85,Product C,393243,Paris
6730,2023-05-03,171.88,Product C,885342,New York
8210,2023-05-03,725.21,Product B,531709,Tokyo
2468,2023-05-03,558.68,Product C,503951,New York
9674,2023-05-03,769.17,Product B,267378,New York
6420,2023-05-03,136.93,Product B,204904,Paris
1920,2023-05-03,512.26,Product C,584172,Tokyo
9950,2023-05-03,679.11,Product C,739711,Tokyo
7204,2023-05-03,550.56,Product A,969067,Tokyo
8542,2023-05-03,164.55,Product C,484914,London
8895,2023-05-03,667.07,Product D,255875,New York
4029,2023-05-04,886.64,Product C,295646,Tokyo
7437,2023-05-04,122.75,Product B,720995,London
6188,2023-05-04,115.49,Product A,423241,Tokyo
2294,2023-05-04,959.7,Product D,692447,London
7543,2023-05-04,227.13,Product B,634277,Tokyo
7563,2023-05-04,689.42,Product A,710610,Paris
7939,2023-05-04,354.82,Product C,461260,New York
2337,2023-05-04,232.29,Product C,203896,Paris
4178,2023-05-04,681.52,Product D,584106,Paris
9368,2023-05-04,64.88,Product B,485548,London
9576,2023-05-04,77.0,Product A,509420,Tokyo
3735,2023-05-04,135.66,Product C,868538,New York
6584,2023-05-04,827.06,Product B,985331,Tokyo
3435,2023-05-04,398.57,Product C,240384,Tokyo
5331,2023-05-04,241.68,Product B,643042,Paris
3578,2023-05-04,606.0,Product A,793223,London
2522,2023-05-04,816.81,Product B,219361,Tokyo
7606,2023-05-04,54.79,Product A,697983,London
7453,2023-05-04,796.95,Product C,684929,Paris
1590,2023-05-04,246.86,Product A,265092,New York
9331,2023-05-04,28.05,Product C,289019,London
3504,2023-05-04,764.89,Product A,728038,Paris
6050,2023-05-04,899.99,Product A,475190,London
6621,2023-05-04,192.07,Product D,320759,Tokyo
5833,2023-05-04,618.48,Product B,240057,Tokyo
5488,2023-05-04,825.27,Product D,766275,New York
7099,2023-05-04,855.78,Product C,572623,London
3697,2023-05-05,12.13,Product D,378085,Tokyo
9307,2023-05-05,468.08,Product A,571579,London
2425,2023-05-05,560.8,Product C,998235,Paris
4788,2023-05-05,697.01,Product B,167348,Tokyo
3369,2023-05-05,198.7,Product B,173201,Paris
7251,2023-05-05,422.4,Product C,678944,New York
4751,2023-05-05,98.44,Product A,208214,Paris
6963,2023-05-05,921.02,Product B,999138,New York
9289,2023-05-05,736.32,Product A,749838,Paris
7883,2023-05-05,905.79,Product A,998348,Tokyo
9899,2023-05-05,896.8,Product D,958130,Paris
2654,2023-05-05,285.19,Product C,270555,Paris
8254,2023-05-05,567.54,Product B,894268,Paris
4765,2023-05-05,391.61,Product A,117367,London
5634,2023-05-05,414.68,Product C,811875,New York
2682,2023-05-05,508.3,Product C,275133,New York
9609,2023-05-05,320.62,Product B,581992,Paris
8821,2023-05-05,14.62,Product B,866151,Paris
5583,2023-05-05,145.86,Product B,773870,London
6168,2023-05-06,275.06,Product B,694731,Paris
9328,2023-05-06,788.22,Product A,268546,Tokyo
8161,2023-05-06,257.4,Product D,968668,Tokyo
1992,2023-05-06,283.12,Product A,989227,Tokyo
2180,2023-05-06,863.15,Product A,557409,New York
6828,2023-05-06,518.33,Product C,372804,London
6658,2023-05-06,139.46,Product C,639995,New York
1813,2023-05-06,576.05,Product D,261050,New York
9802,2023-05-06,533.55,Product B,975373,New York
9444,2023-05-06,989.23,Product D,365618,New York
6344,2023-05-06,700.24,Product B,301158,Tokyo
1993,2023-05-06,730.93,Product A,360735,London
2681,2023-05-06,418.22,Product A,966028,New York
8201,2023-05-06,885.55,Product C,583757,London
6107,2023-05-06,995.2,Product C,559381,Tokyo
5512,2023-05-06,152.41,Product D,140666,Tokyo
2531,2023-05-06,385.47,Product D,158840,New York
3662,2023-05-06,990.71,Product C,722565,Paris
9756,2023-05-06,225.65,Product D,964915,London
6172,2023-05-07,955.89,Product A,834861,Paris
9702,2023-05-07,570.27,Product B,278240,London
5521,2023-05-07,306.75,Product A,478666,Paris
2843,2023-05-07,158.15,Product A,210766,New York
9871,2023-05-07,971.0,Product B,680493,New York
7793,2023-05-07,55.04,Product C,687638,London
1104,2023-05-07,146.12,Product B,171269,London
9908,2023-05-07,265.23,Product A,843596,New York
6175,2023-05-07,368.65,Product B,546768,Paris
5933,2023-05-07,665.05,Product C,753050,London
3724,2023-05-07,490.78,Product B,520521,New York
9553,2023-05-07,376.67,Product A,831531,Tokyo
9173,2023-05-07,883.95,Product D,163941,New York
4743,2023-05-07,345.54,Product D,518098,Tokyo
5781,2023-05-07,393.92,Product A,860053,London
1715,2023-05-07,370.66,Product B,565776,Paris
6614,2023-05-07,987.32,Product D,250181,Paris
7821,2023-05-07,157.73,Product D,292811,Tokyo
1011,2023-05-08,210.3,Product B,781571,Paris
8616,2023-05-08,827.48,Product C,437960,London
5471,2023-05-08,490.79,Product D,452457,Tokyo
7286,2023-05-08,193.9,Product B,681868,London
3114,2023-05-08,507.84,Product A,971776,New York
5673,2023-05-08,699.63,Product D,262316,London
2761,2023-05-08,142.6,Product C,862847,Paris
2443,2023-05-08,846.04,Product B,556839,Tokyo
6967,2023-05-08,79.27,Product C,753425,Paris
3502,2023-05-08,970.83,Product C,570988,London
1507,2023-05-08,943.02,Product B,736818,Tokyo
5511,2023-05-08,896.53,Product C,581294,Paris
5970,2023-05-09,748.15,Product C,259338,London
9535,2023-05-09,419.85,Product B,995706,New York
5469,2023-05-09,906.25,Product B,971415,Tokyo
8685,2023-05-09,619.19,Product A,119927,Paris
5819,2023-05-09,185.65,Product A,296059,London
5719,2023-05-09,882.04,Product D,227324,New York
7693,2023-05-09,692.48,Product D,405407,New York
4401,2023-05-09,315.22,Product C,993892,New York
6299,2023-05-09,34.66,Product D,718990,London
3693,2023-05-09,471.39,Product D,226601,Paris
4232,2023-05-09,596.28,Product D,104666,London
6399,2023-05-09,341.39,Product B,415029,Paris
8061,2023-05-09,561.42,Product D,208310,New York
6898,2023-05-09,453.02,Product D,100205,New York
4858,2023-05-09,756.22,Product C,416613,New York
5499,2023-05-09,86.71,Product C,345884,Paris
7146,2023-05-09,84.76,Product A,522419,Paris
9514,2023-05-10,917.99,Product A,924758,Tokyo
1200,2023-05-10,502.65,Product D,669902,New York
3906,2023-05-10,751.84,Product C,137581,New York
4575,2023-05-10,309.12,Product D,712879,New York
4974,2023-05-10,374.59,Product D,910143,London
8863,2023-05-10,450.9,Product C,610626,New York
2291,2023-05-10,449.75,Product D,192295,Tokyo
8399,2023-05-10,828.74,Product A,357657,Tokyo
5694,2023-05-10,635.4,Product B,275715,Paris
2551,2023-05-10,110.89,Product B,227352,New York
7557,2023-05-10,279.11,Product D,823415,Tokyo
1392,2023-05-10,629.21,Product A,873291,London
4532,2023-05-10,826.31,Product B,851606,Paris
2310,2023-05-10,803.01,Product A,478458,Tokyo
7046,2023-05-10,950.75,Product C,710224,New York
7408,2023-05-10,774.62,Product B,461724,New York
1601,2023-05-10,97.18,Product C,438977,New York
8372,2023-05-10,683.31,Product C,234568,London
2988,2023-05-10,142.01,Product D,800005,Paris
3509,2023-05-10,750.26,Product C,536045,Tokyo
7735,2023-05-10,865.2,Product A,806073,New York
4804,2023-05-10,641.53,Product D,367729,New York
9508,2023-05-10,157.45,Product B,443897,Paris
5150,2023-05-11,642.13,Product B,477934,New York
2494,2023-05-11,354.48,Product C,436653,New York
5949,2023-05-11,252.43,Product D,411882,Tokyo
3140,2023-05-11,921.19,Product A,531262,Tokyo
9824,2023-05-11,351.67,Product D,577463,Paris
5011,2023-05-11,615.16,Product A,577538,Tokyo
4290,2023-05-11,321.04,Product D,434640,Paris
3450,2023-05-11,807.61,Product B,541996,Tokyo
9991,2023-05-11,626.81,Product B,828834,New York
2118,2023-05-11,447.79,Product C,935012,Paris
2526,2023-05-11,662.8,Product A,912510,Tokyo
4555,2023-05-11,216.8,Product C,417915,New York
2041,2023-05-11,453.79,Product C,638169,New York
1504,2023-05-11,164.76,Product B,243006,Tokyo
2342,2023-05-11,845.33,Product C,923002,Tokyo
6706,2023-05-11,106.65,Product D,434400,New York
7358,2023-05-11,918.72,Product A,141843,Paris
9363,2023-05-12,777.0,Product D,182216,Tokyo
8715,2023-05-12,895.93,Product C,195563,Tokyo
3832,2023-05-12,827.45,Product A,724145,Paris
2741,2023-05-12,206.66,Product B,915749,Paris
4048,2023-05-12,522.57,Product A,374492,Paris
7434,2023-05-12,150.75,Product C,758309,Tokyo
3522,2023-05-12,933.33,Product C,633590,Paris
1108,2023-05-13,883.21,Product D,273650,London
7256,2023-05-13,532.19,Product B,956572,London
